"编号","身高","体重","BMI","肺活量","短跑","立定跳远","坐位体前屈","长跑","引体向上","总分"
"527",154.1,55.8,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上及格",63.3
"528",168.7,69.8,"超重","肺活量不及格","50米及格","立定跳远及格","坐位体前屈良好","1000米及格","引体向上不及格",63.7
"529",166.2,60.8,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈优秀","1000米及格","引体向上不及格",67
"530",175.6,61.7,"正常","肺活量及格","50米优秀","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",74.8
"531",173.1,91.9,"肥胖","肺活量良好","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",60.6
"532",178.6,60.5,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",66.2
"533",174,68.4,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","1000米及格","引体向上不及格",67.6
"534",171.5,58.8,"正常","肺活量优秀","50米及格","立定跳远及格","坐位体前屈优秀","1000米及格","引体向上不及格",79.3
"535",173.7,69,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",66.6
"536",169.3,53.4,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈不及格","1000米及格","引体向上及格",65.4
"537",179.7,57.9,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米不及格","引体向上不及格",63.1
"538",172.5,56.7,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",66.4
"539",168.2,69.7,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","1000米及格","引体向上不及格",64.9
"540",169.5,60.8,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米不及格","引体向上不及格",64
"541",167.5,63.4,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈及格","1000米不及格","引体向上不及格",55.2
"542",167.5,62.7,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米不及格","引体向上不及格",58.8
"543",181.8,61.5,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米优秀","引体向上不及格",76
"544",182.1,62,"正常","肺活量优秀","50米及格","立定跳远及格","坐位体前屈及格","1000米优秀","引体向上不及格",77.9
"545",173.9,67.1,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",64.3
"546",162.4,47.4,"正常","肺活量及格","50米及格","立定跳远良好","坐位体前屈良好","1000米不及格","引体向上及格",73.2
"547",167.5,96.7,"肥胖","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","1000米不及格","引体向上不及格",52.9
"548",173.1,73.6,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈优秀","1000米不及格","引体向上不及格",61.9
"549",170,62.8,"正常","肺活量及格","50米良好","立定跳远良好","坐位体前屈及格","1000米优秀","引体向上及格",81.2
"550",177.5,73.3,"正常","肺活量良好","50米及格","立定跳远良好","坐位体前屈良好","1000米优秀","引体向上不及格",78.7
"551",178.6,59.3,"正常","肺活量及格","50米良好","立定跳远良好","坐位体前屈及格","1000米优秀","引体向上不及格",80.2
"552",170.9,56.4,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","1000米不及格","引体向上不及格",60.7
"553",160.9,60.4,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",62.8
"554",177.8,66.4,"正常","肺活量良好","50米及格","立定跳远及格","坐位体前屈良好","1000米及格","引体向上不及格",69.2
"555",169.1,59.5,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",69.5
"556",167.8,67.3,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈优秀","1000米及格","引体向上不及格",69.1
"557",186.7,104.6,"肥胖","肺活量良好","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",61.2
"558",167.7,73.4,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米不及格","引体向上不及格",60.8
"559",160.3,46.4,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈及格","1000米不及格","引体向上不及格",56.8
"560",166.2,67.6,"超重","肺活量不及格","50米及格","立定跳远及格","坐位体前屈及格","1000米不及格","引体向上不及格",54.7
"561",172.5,61.6,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈优秀","1000米不及格","引体向上不及格",63
"562",172.7,77.8,"超重","肺活量及格","50米及格","立定跳远良好","坐位体前屈及格","1000米及格","引体向上不及格",69
"563",169.4,61.4,"正常","肺活量及格","50米优秀","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",71.5
"564",178.8,79.1,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",65.2
"565",176.2,61.3,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米良好","引体向上不及格",73.8
"566",177.2,88.9,"肥胖","肺活量良好","50米及格","立定跳远及格","坐位体前屈及格","1000米优秀","引体向上不及格",69
"567",163.4,58.4,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈及格","1000米不及格","引体向上不及格",56.9
"568",173.7,59.9,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米良好","引体向上不及格",71.7
"569",180.9,60.5,"正常","肺活量及格","50米及格","立定跳远不及格","坐位体前屈良好","1000米及格","引体向上不及格",63.7
"570",161.9,78.2,"肥胖","肺活量及格","50米及格","立定跳远不及格","坐位体前屈优秀","1000米及格","引体向上不及格",59.4
"571",162.8,62.1,"正常","肺活量及格","50米及格","立定跳远不及格","坐位体前屈良好","1000米及格","引体向上不及格",63.2
"572",168.4,66.1,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈优秀","1000米及格","引体向上不及格",68.2
"573",165.3,55.4,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",64.6
"574",182.5,67.5,"正常","肺活量及格","50米及格","立定跳远良好","坐位体前屈及格","1000米及格","引体向上不及格",72.2
"575",172.5,64.7,"正常","肺活量及格","50米优秀","立定跳远良好","坐位体前屈不及格","1000米不及格","引体向上不及格",64
"576",179.7,77.9,"超重","肺活量及格","50米良好","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",66.6
"577",168.4,69.2,"超重","肺活量及格","50米良好","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",63
"578",171.8,59.6,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米不及格","引体向上不及格",61.7
"579",169.1,94.4,"肥胖","肺活量及格","50米及格","立定跳远不及格","坐位体前屈及格","1000米及格","引体向上不及格",55.3
"580",173.7,74.1,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",61
"581",171.1,94.6,"肥胖","肺活量及格","50米及格","立定跳远不及格","坐位体前屈及格","1000米不及格","引体向上不及格",47.6
"582",165.1,67.2,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",62
"583",169.5,57.6,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈优秀","1000米及格","引体向上不及格",70.6
"584",170.1,90.1,"肥胖","肺活量及格","50米不及格","立定跳远及格","坐位体前屈及格","1000米不及格","引体向上不及格",45.9
"585",166.9,58.5,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈优秀","1000米及格","引体向上不及格",65.3
"586",178.7,74.1,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈优秀","1000米及格","引体向上不及格",71.9
"587",177.2,69.2,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米不及格","引体向上不及格",62.9
"588",171.2,70.2,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",63.3
"589",173.1,78.6,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",61.8
"590",164.4,71.3,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米不及格","引体向上不及格",58.3
"591",160.8,49.3,"正常","肺活量不及格","50米及格","立定跳远不及格","坐位体前屈及格","1000米及格","引体向上不及格",54.7
"592",168.6,57.9,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈优秀","1000米及格","引体向上不及格",73.2
"593",183.1,84.5,"超重","肺活量及格","50米及格","立定跳远不及格","坐位体前屈及格","1000米及格","引体向上不及格",60.9
"594",165.1,78.6,"肥胖","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米不及格","引体向上不及格",53.1
"595",169.4,66.4,"正常","肺活量及格","50米及格","立定跳远不及格","坐位体前屈及格","1000米及格","引体向上不及格",61
"596",174.1,55.4,"正常","肺活量及格","50米及格","立定跳远不及格","坐位体前屈及格","1000米及格","引体向上不及格",63.3
"597",169.4,54.4,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",62.2
"598",167.2,65.1,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",66.1
"599",170.6,62.5,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",67.1
"600",180.1,66.6,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",68.3
"601",176.8,73.4,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",65.7
"602",165.3,64.9,"正常","肺活量及格","50米及格","立定跳远不及格","坐位体前屈及格","1000米及格","引体向上不及格",60.7
"603",163.8,60.4,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","1000米及格","引体向上不及格",67.1
"604",162.1,48.5,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",64.4
"605",172.5,76.3,"超重","肺活量优秀","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",68.6
"606",169.7,97.7,"肥胖","肺活量及格","50米及格","立定跳远不及格","坐位体前屈良好","1000米不及格","引体向上不及格",52.1
"607",177.5,66.7,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",65.2
"608",176.3,78.3,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","1000米及格","引体向上不及格",59.7
