"编号","身高","体重","BMI","肺活量","短跑","立定跳远","坐位体前屈","长跑","一分钟仰卧起坐","总分"
"528",158.5,67,"超重","肺活量不及格","50米及格","立定跳远及格","坐位体前屈优秀","800米及格","仰卧起坐及格",61
"529",163.4,54.5,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",73.7
"530",160.3,49.2,"正常","肺活量及格","50米良好","立定跳远良好","坐位体前屈及格","800米良好","仰卧起坐及格",80.3
"531",157.5,52.9,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐优秀",73.7
"532",167.5,46.6,"正常","肺活量不及格","50米及格","立定跳远优秀","坐位体前屈及格","800米及格","仰卧起坐及格",71.7
"533",179.2,69.4,"正常","肺活量优秀","50米及格","立定跳远优秀","坐位体前屈优秀","800米及格","仰卧起坐良好",85.2
"534",160.9,44.8,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","800米及格","仰卧起坐及格",72.3
"535",151.3,45,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈优秀","800米及格","仰卧起坐及格",73.3
"536",151,42.8,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈优秀","800米及格","仰卧起坐不及格",72.2
"537",155.6,48.7,"正常","肺活量不及格","50米不及格","立定跳远及格","坐位体前屈及格","800米不及格","仰卧起坐及格",48.6
"538",160.9,49.5,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈优秀","800米及格","仰卧起坐及格",72.8
"539",154.1,71.5,"肥胖","肺活量及格","50米及格","立定跳远及格","坐位体前屈优秀","800米不及格","仰卧起坐及格",64.1
"540",152.5,46.5,"正常","肺活量及格","50米及格","立定跳远良好","坐位体前屈及格","800米及格","仰卧起坐及格",77.3
"541",153.5,74.1,"肥胖","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",65.5
"542",160.3,57.6,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈优秀","800米及格","仰卧起坐及格",64.9
"543",154.1,50.2,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",75.4
"544",145.4,51.2,"超重","肺活量不及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐良好",63.6
"545",154.1,50.8,"正常","肺活量及格","50米良好","立定跳远良好","坐位体前屈良好","800米良好","仰卧起坐及格",81.1
"546",160.9,60.3,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈优秀","800米及格","仰卧起坐及格",73.2
"547",148.2,52.1,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",66.5
"548",160.1,46.1,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈及格","800米良好","仰卧起坐及格",68.5
"549",146.6,56,"超重","肺活量不及格","50米不及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",58
"550",155.2,52.5,"正常","肺活量不及格","50米不及格","立定跳远不及格","坐位体前屈及格","800米及格","仰卧起坐及格",57.2
"551",153.8,59.4,"超重","肺活量不及格","50米及格","立定跳远及格","坐位体前屈及格","800米良好","仰卧起坐及格",63.2
"552",163.4,53.6,"正常","肺活量及格","50米及格","立定跳远优秀","坐位体前屈及格","800米及格","仰卧起坐良好",82.3
"553",156.3,55.8,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",74.9
"554",155.7,54.7,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",76.4
"555",157.2,43.2,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈及格","800米良好","仰卧起坐良好",72.7
"556",157.8,45.2,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米良好","仰卧起坐及格",78.2
"557",160.3,48.8,"正常","肺活量及格","50米及格","立定跳远良好","坐位体前屈及格","800米及格","仰卧起坐及格",76.9
"558",154.1,46.7,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",68.6
"559",168.7,60,"正常","肺活量及格","50米及格","立定跳远良好","坐位体前屈优秀","800米及格","仰卧起坐及格",77.4
"560",159.7,52.5,"正常","肺活量及格","50米优秀","立定跳远良好","坐位体前屈及格","800米优秀","仰卧起坐及格",83.1
"561",157.5,57.5,"正常","肺活量及格","50米及格","立定跳远不及格","坐位体前屈及格","800米及格","仰卧起坐及格",70.4
"562",156.3,53.8,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",71.8
"563",153.1,49.5,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈及格","800米良好","仰卧起坐及格",65.8
"564",156.4,51.1,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",71.9
"565",161.8,53.9,"正常","肺活量及格","50米及格","立定跳远良好","坐位体前屈及格","800米及格","仰卧起坐及格",76.8
"566",160.5,51.5,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","800米良好","仰卧起坐及格",76.4
"567",156.1,51,"正常","肺活量及格","50米及格","立定跳远优秀","坐位体前屈优秀","800米良好","仰卧起坐及格",84.2
"568",158.1,48.9,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈不及格","800米及格","仰卧起坐及格",70.1
"569",156.4,56.7,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",68.3
"570",157.5,47.9,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",75.9
"571",165.2,66.9,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈不及格","800米及格","仰卧起坐及格",67.9
"572",177.8,52,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","800米及格","仰卧起坐及格",72.3
"573",168.6,64.2,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",69.3
"574",166.6,67.8,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","800米及格","仰卧起坐及格",72.4
"575",168.4,51.8,"正常","肺活量及格","50米及格","立定跳远良好","坐位体前屈及格","800米良好","仰卧起坐及格",76.8
"576",160.9,53.1,"正常","肺活量及格","50米及格","立定跳远不及格","坐位体前屈良好","800米良好","仰卧起坐及格",77.5
"577",169.1,70.3,"超重","肺活量良好","50米及格","立定跳远及格","坐位体前屈优秀","800米及格","仰卧起坐及格",75.2
"578",158.5,73.8,"肥胖","肺活量及格","50米及格","立定跳远不及格","坐位体前屈及格","800米及格","仰卧起坐及格",64.6
"579",156.3,56.4,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",77.1
"580",151.3,46.5,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",64.8
"581",145.7,54.7,"超重","肺活量不及格","50米及格","立定跳远良好","坐位体前屈及格","800米及格","仰卧起坐及格",71
"582",151.6,45.1,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",67.7
"583",163.8,58.5,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈优秀","800米及格","仰卧起坐及格",71.8
"584",164.4,83.2,"肥胖","肺活量良好","50米及格","立定跳远良好","坐位体前屈优秀","800米及格","仰卧起坐及格",72.2
"585",151.9,56.6,"超重","肺活量及格","50米及格","立定跳远不及格","坐位体前屈及格","800米及格","仰卧起坐及格",66.9
"586",156.4,57.9,"正常","肺活量不及格","50米不及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",59
"587",148.8,57.5,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",66.4
"588",160.1,68.9,"超重","肺活量及格","50米及格","立定跳远不及格","坐位体前屈优秀","800米及格","仰卧起坐及格",69.6
"589",155.3,50.7,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",70.1
"590",149.1,39.9,"正常","肺活量及格","50米及格","立定跳远良好","坐位体前屈及格","800米良好","仰卧起坐及格",77.2
"591",158.1,62.1,"超重","肺活量良好","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",70.4
"592",157.5,51.5,"正常","肺活量及格","50米及格","立定跳远不及格","坐位体前屈良好","800米及格","仰卧起坐及格",70.6
"593",157.1,52.9,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","800米及格","仰卧起坐及格",76.7
"594",159.1,65.8,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","800米及格","仰卧起坐及格",72.4
"595",159.3,62.3,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈优秀","800米及格","仰卧起坐及格",75.7
"596",156.1,43.6,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","800米及格","仰卧起坐及格",78.2
"597",159.9,55.1,"正常","肺活量及格","50米不及格","立定跳远不及格","坐位体前屈及格","800米良好","仰卧起坐良好",72.9
"598",160.9,43.7,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","800米及格","仰卧起坐及格",72.5
"599",168,55.8,"正常","肺活量优秀","50米良好","立定跳远良好","坐位体前屈及格","800米优秀","仰卧起坐良好",93.9
"600",160,51.8,"正常","肺活量不及格","50米及格","立定跳远不及格","坐位体前屈及格","800米及格","仰卧起坐及格",61.8
"601",157.1,45.1,"正常","肺活量及格","50米良好","立定跳远及格","坐位体前屈良好","800米及格","仰卧起坐及格",78.5
"602",160.1,64.1,"超重","肺活量及格","50米及格","立定跳远不及格","坐位体前屈及格","800米及格","仰卧起坐及格",66.1
"603",167.4,56.9,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈优秀","800米及格","仰卧起坐及格",81.3
"604",151.7,44.7,"正常","肺活量及格","50米及格","立定跳远优秀","坐位体前屈良好","800米优秀","仰卧起坐及格",84.7
"605",156.3,49.7,"正常","肺活量及格","50米优秀","立定跳远优秀","坐位体前屈及格","800米良好","仰卧起坐优秀",89.3
"606",163.1,70.8,"超重","肺活量良好","50米及格","立定跳远及格","坐位体前屈及格","800米良好","仰卧起坐及格",77.4
"607",156.2,54.9,"正常","肺活量不及格","50米良好","立定跳远优秀","坐位体前屈及格","800米优秀","仰卧起坐良好",82.8
"608",158.8,49.9,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米良好","仰卧起坐及格",78.5
"609",159.6,51.9,"正常","肺活量及格","50米及格","立定跳远不及格","坐位体前屈及格","800米良好","仰卧起坐及格",76.6
"610",156,54.1,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",68.7
"611",156.4,48.5,"正常","肺活量不及格","50米不及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",57.2
"612",144.1,49.9,"超重","肺活量不及格","50米及格","立定跳远不及格","坐位体前屈及格","800米及格","仰卧起坐及格",59.2
"613",151.7,51.1,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",73.9
"614",148.5,39.2,"正常","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",68.7
"615",163.4,69.8,"超重","肺活量良好","50米及格","立定跳远及格","坐位体前屈良好","800米及格","仰卧起坐及格",77.2
"616",165.2,55.5,"正常","肺活量及格","50米良好","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",76.2
"617",166.6,48.8,"正常","肺活量不及格","50米及格","立定跳远及格","坐位体前屈优秀","800米及格","仰卧起坐及格",68.9
"618",160.3,62.8,"超重","肺活量及格","50米及格","立定跳远及格","坐位体前屈及格","800米及格","仰卧起坐及格",69.8
"619",163.1,99,"肥胖","肺活量及格","50米及格","立定跳远及格","坐位体前屈良好","800米不及格","仰卧起坐及格",62.5
